Name,Platform
Shakugan no Shana,PS2
Hokuto no Ken: Hokuto Shinken Denshousha no Michi,DS
Kawasaki Snowmobiles,Wii
The King of Fighters: Maximum Impact - Maniax,XB
Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP
HotBrain,PSP
Hankou Shashin,SAT
Little Busters! Converted Edition,PSV
Pro Yakyuu Family Stadium,Wii
Marker Man Adventures,DS
Monster Hunter Frontier Online: Forward 2,X360
Moyashimon DS,DS
Ocean Commander,Wii
Let's Play Ballerina,Wii
Atari Flashback Classics: Volume 1,PS4
A Ressha de Gyoukou 2001,PS2
Starry ? Sky: In Autumn,PSP
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3
Pitball,PS
D.C. III: Da Capo III,PSP
Combat Wings: The Great Battles of WWII,Wii
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP
Heroes of Hellas 2: Olympia,DS
X-Men Origins: Wolverine - Uncaged Edition,PC
Tenkaichi * Sengoku Lovers,DS
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2
Bode Miller Alpine Skiing,PS2
Magicka Collection,PC
Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA
R-Type Delta,PS
Petz: Catz Playground,DS
Senjou no Waltz,PSV
Angelique: Maren no Rokukishi,PSP
Secrets of the Titanic,DS
Soul Eater: Battle Resonance,PSP
Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS
The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES
Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS
Rock 'N' Roll Adventures,Wii
War Gods,PS
Monster Mayhem: Build and Battle,DS
BlazBlue: Chrono Phantasma Extend,PSV
Evangelion: Jo,PS2
Beyblade Burst,3DS
Doki Oki,PS
Gakuen Alice: WakuWaku * Happy Friends,DS
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV
Konohana 2: Todoke Kanai Requiem,PS2
Derby Time 2006,PSP
I Heart Geeks,DS
The Legend of Heroes: Trails in the Sky Third Chapter,PSV
Let's Dance with Mel B,PS3
Jewel Quest 5: The Sleepless Star,DS
MAPLUS: Portable Navi 3,PSP
Neverwinter Nights Diamond,PC
DEATH NOTE: L o Tsugu Mono,DS
Spy Hunter / Super Sprint,GBA
Demon Gaze 2,PSV
Clover no Kuni no Alice: Wonderful Wonder World,PS2
Otometeki Koi Kakumei * Love Revo! Portable,PSP
Room Zoom: Race for Impact,XB
Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,PSV
America Oudan Ultra-Quiz,SAT
DoDonPachi Dai-Oujou: Black Label Extra,X360
Shinseiki Evangelion: Battle Orchestra,PS2
Let's Play Garden,Wii
My Animal Centre,Wii
Blade Arcus from Shining EX,PS4
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3
Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS
Battlefield 2: Modern Combat(JP sales),PS2
Petz: Dolphinz Encounter,DS
The Idolmaster: Gravure For You! Vol.7,PS3
Monster High: New Ghoul in School,X360
Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,PS3
Pop'n Music 12 Iroha,PS2
Foto Showdown,DS
Juusanshi Engi Engetsu Sangokuden 2,PSP
Turbo: Super Stunt Squad,WiiU
BeatMania IIDX 11: IIDX Red,PS2
Disney Planes Fire & Rescue,WiiU
Let's Dance with Mel B,Wii
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,GC
Road Trip: The Arcade Edition,GC
Alien Breed Trilogy,X360
No More Heroes: Heroes' Paradise,X360
Virtua Tennis: World Tour (jp sales),PSP
Captain Morgane and the Golden Turtle,DS
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP
Reco Love: Blue Ocean,PSV
Ken to Mahou to Gakuen Mono. 2G,PS3
Kami Naru Kimi to,PSP
Ikki Tousen: Eloquent Fist,PSP
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3
Strike Witches 2: Iyasu Naosu Punipunisuru,DS
Final Fantasy XIV: Heavensward,PS3
Diabolik Lovers: Vandead Carnival,PSV
Bunmei Haruka: Aoiza Ibunroku,PSP
Atari Flashback Classics: Volume 2,PS4
Vantage Master Portable,PSP
Lilpri DS: Hime-Chen! Apple Pink,DS
O.M.G. 26 - Our Mini Games,DS
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",DS
PopCap Hits! Vol 2,X360
Bomberman Fantasy Race,PS
Carnage Heart EXA,PSP
Bust-A-Move,3DO
Bugriders: The Race of Kings,PS
Payout Poker & Casino,PSP
Wii de Asobu: Metroid Prime,Wii
Wangan Midnight Portable,PSP
Who Wants to be a Millionaire: 2nd Edition,Wii
Rugby League Live 3,PS4
Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV
Tropico Reloaded,PC
Canvas 2,PS2
Pony Luv,DS
Memories Off: Sorekara Again,PS2
11eyes: CrossOver,X360
Chuck E. Cheese's Sports Games,Wii
Puppet Show 3: Lost Town,PC
Stronghold 2 Deluxe,PC
Winning Post 8 2015,PSV
Peter Pan in Disney's Return to Never Land,PS
Xenosaga I·II,DS
Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,Wii
La Corda d'Oro 4,PSV
Kuusen II,PS2
Cross Channel: In Memory of All People,X360
Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP
Are You Alice?,PSP
Bella Sara 2 - The Magic of Drasilmare,3DS
Dance Dance Revolution: Hottest Party 5,Wii
Kensei: Sacred Fist,PS
Okashi na Shima no Peter Pan: Sweet Never Land,PSP
Backyard NFL Football,DS
Urakata Hakuoki,PSP
Gift: Prism,PS2
Rugby League Live 3,X360
Legacy of Ys: Books I & II,DS
Shanghai: True Valor,PS
Supermodel Makeover by Lauren Luke,DS
Pharaoh,PC
Major Dream: Major DS Dream Baseball,DS
Steins;Gate: Senkei Kousoku no Phonogram,X360
Escape the Emerald Star,PC
TV Total Events,Wii
Vitamin Z Revolution,PSP
Aegis of Earth: Protonovus Assault,PS3
Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2
Lunatic Dawn Tempest,PS2
Strike Witches: Shirogane no Tsubasa,PSP
Board Game: Top Shop,PS
Blade Arcus from Shining EX,PS3
Bigfoot King of Crush,Wii
NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS
Cocoto Magic Circus,Wii
Rugby Challenge 3,X360
Toukiden 2,PS3
Europa Universalis III Complete,PC
Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,PS2
Dunamis 15,PS3
DemiKids: Dark Version,GBA
Resident Evil: Umbrella Corps,PS4
Fishdom 2 Deluxe,PC
Treasure Chase,DS
Suzumiya Haruhi no Heiretsu,Wii
Nanatsuiro * Drops Pure!!,PS2
Pe-Jongju to Manabu Kankokugo DS: Test-Hen,DS
Farm Frenzy 3,DS
Bottom of the 9th '97,PS
Shaman King: Chou Senjiryokketsu 3,GBA
Rapala for Kinect,X360
Hyakka Hyakurou: Sengoku Ninpoujou,PSV
HatsuKare * Renai Debut Sengen!,PSP
QUIZ PARTY,Wii
Winx Club: Rockstars,DS
World Series of Poker 2008: Battle for the Bracelets,PSP
Kingdom: Ikkitousen no Ken,PSP
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,PS2
Bomberman Story DS,DS
Ikki Tousen: Shining Dragon,PS2
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,PS2
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,PSP
Enchanted Arms (JP sales),X360
Utawarerumono: Futari no Hakuoro,PS3
Geten no Hana,PSP
Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP
Indianapolis 500 Evolution,X360
D.Gray-man: Sousha no Shikaku,PS2
Crazy Machines,Wii
Ookami to Koushinryou: Omiowataru Kaze,DS
School Days LxH,PS2
Serious Sam HD: Gold Edition,X360
Big Idea's VeggieTales: LarryBoy and the Bad Apple,PS2
Neo Angelique,PS2
Namco Museum Battle Collection (JP sales),PSP
Thomas and Friends: Steaming around Sodor,3DS
Chaos;Head Noah,PSP
Minna no Chizu 2,PSP
Franklin's Great Adventures,DS
Atelier Firis: The Alchemist of the Mysterious Journey,PSV
Princess Saver! Eternal Love for My Lady,PS2
Jitsumei Jikkyou Keiba Dream Classic 2002,PS2
To Love-Ru Trouble: Darkness - True Princess,PSV
Tokyo Mew Mew,PS
Kawasaki Jet Ski,Wii
Interactive Storybook DS Series 3,DS
Twinkle * Crusaders GoGo!,PSP
Moujuutsukai to Oujisama: Snow Bride Portable,PSP
Bejeweled 2 Deluxe,PC
Freestyle Metal X,XB
Captain Morgane and the Golden Turtle,PS3
Shonen Jump's One Piece: Grand Adventure,PS2
Winning Post 8 2015,PS3
Monster High 13 Wishes,WiiU
Ukiyo no Roushi,PSV
Uta Kumi 575,PSV
The Professor's Brain Trainer: Logic,DS
428: Fuusa Sareta Shibuya de,PS3
Catan,DS
Jewel Match 2,DS
Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,PSP
Rugby World Cup 2015,XOne
Totally Spies! 2: Undercover,DS
Black Rose Valkyrie,PS4
Warriors of the Lost Empire (JP sales),PSP
Jojo's Bizarre Adventure,PS
Lode Runner,DS
Jissen Pachinko Hisshouhou! CR Sakura Taisen,PS2
Zillions of Enemy X: Zetsukai no Crusade,PS3
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,SNES
Happiness! De-Lucks,PS2
Doki Majo Plus,DS
Love Once: Mermaid's Tears,PS3
Castlevania: Lords of Shadow - Reverie,X360
Puzzle Challenge: Crosswords and More!,PS2
Muppets Party Cruise,GC
"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",PSP
Shippuu Mahou Daisakusen: Kingdom-Grandprix,SAT
Saint,Wii
Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,PSP
Let's Play Flight Attendant,DS
Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,DS
Call of Duty: Modern Warfare Trilogy,PS3
Motto! SoniComi,PS3
Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,PSP
Diabolik Lovers: More Blood,PSV
PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3
Serious Sam HD: Gold Edition,PC
Akai Ito DS,DS
Natsuiro no Sunadokei,PS2
Unreal Anthology,PC
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,PS2
Triple Crown Championship Snowboarding,Wii
Dream Chronicles,DS
18 Wheels of Steel: Extreme Trucker,PC
X3: Terran War Pack,PC
Geon Cube,Wii
Ballblazer Champions,PS
Azada,3DS
Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,PS2
Galaxy Angel II: Eigou Kaiki no Koku,PS2
Moujuutsukai to Oujisama Portable,PSP
Genroh,PSP
Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP
Kannou Mukashi Banashi Portable,PSP
Tennis no Oji-Sama: Driving Smash! Side King,DS
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3
Rose to Tasogare no Kojou,PSV
Tale of a Hero,PC
UnchainBlades EXXiV,3DS
Mount & Blade,PC
Fritz Chess,DS
Puyo Puyo! 15th Anniversary,PSP
Mind over Matter,DS
Dies Irae: Amantes Amentes,PSP
The Idolmaster: Gravure For You! Vol.9,PS3
Casper's Scare School: Classroom Capers,DS
Discovery Kids: Snake Safari,DS
Heavy Fire: The Chosen Few 3D,3DS
The Settlers IV,PC
Ryu-koku,PS2
Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,DS
GunParade Orchestra: Midori no Shou,PS2
Fritz Chess,Wii
G1 Jockey Wii,Wii
Shooter: Starfighter Sanvein,PS
Sakura Wars 1 & 2,PSP
Cities in Motion Collection,PC
Date A Live: Arusu Install,PS3
Farm Frenzy,PC
Tengen Toppa Gurren-Lagann,DS
Mario Tennis,3DS
Sugoi Hebereke,SNES
Pebble Beach Golf Links,SAT
Veggy World,DS
Dakar 2: The World's Ultimate Rally,XB
Higurashi Daybreak Portable Mega Edition,PSP
Shinken de Watashi ni Koi Shinasai! R,PS3
Command & Conquer: The First Decade,PC
Shiratsuyu no Kai,PSP
Rugby League Team Manager 2015,PC
World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,PSP
Kill.Switch,GBA
"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",PSP
Jinsei Game Wii,Wii
So Blonde,PC
Atari Flashback Classics: Volume 1,XOne
The Sims: Complete Collection,PC
Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,DS
Gekka Ryouran Romance,PSP
Guess the Logos,XB
Ore no Yome: Anata Dake no Hanayome,X360
Resident Evil Zero,PC
NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,SAT
Final Approach 2: 1st Priority,PS2
Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,DS
Back to the Future: The Game,X360
Moujuutsukai to Oujisama: Snow Bride,PS2
Detective Jinguuji Saburo: Ronde Revenge,3DS
Casper: Spirit Dimensions,GC
Meitantei Evangelion,PS2
Tsuyo Kiss 2 Portable,PSP
Paragon,PS4
Butt-Ugly Martians: Zoom or Doom!,PS2
Mar Heaven: Karudea no Akuma,DS
Vampire Mansion: Linda Hyde,DS
Brain Dead 13,PS
Robotics;Notes,X360
Sacred Gold,PC
Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS
T.A.C. Heroes : Big Red One,DS
Dungeons & Dragons: Shadow over Mystara,PS3
Super PickUps,PS2
Command & Conquer 3: Deluxe Edition,PC
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS
Atari Flashback Classics: Volume 2,XOne
Aquanaut's Holiday,PS
Hakuoki: Shinkai - Hana no Shou,PSV
Hot 'n' Cold,DS
Nisenochigiri,PSP
Last Escort,PS2
Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2
World Championship Poker featuring Howard Lederer: All In,Wii
Meikyuu Cross Blood: Reloaded,X360
Livly Garden,DS
Nicktoons Collection: Game Boy Advance Video Volume 3,GBA
Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,PSP
Aria: The Natural ~Tooi Yume no Mirage~,PS2
Fallout Trilogy,PC
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii
Natalie Brooks: Mystery at Hillcrest High,DS
Gal Gun,PS3
Hakuouki: Yuugi Roku DS,DS
Shonen Jump's Shaman King: Master of Spirits 2,GBA
Toki no Kizuna: Hanayui Tsuzuri,PSP
Rinne no Lagrange: Kamogawa Days,PS3
Code R,SAT
The Idolmaster: Gravure For You! Vol.8,PS3
Spirits and Demons: 5 Game Pack,PC
Net High,PSV
Hakuoki: Shinkai - Furi no Shou,PSV
Demolition Company: Gold Edition,PC
Onechanbara Special,PSP
Jewel Master: Cradle Of Rome 2,DS
Daikaijuu Battle: Ultra Coliseum,Wii
Saki: Achiga-Hen Portable,PSP
Minna de Dokusho: Keatai Shousetsu Desu,PSP
Polar Bowler,DS
Winter Sports 2011,X360
F1 2002,GBA
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3
Chevrolet Camaro: Wild Ride,DS
Jinguuji Saburou DS: Akai Chou,DS
Dance Dance Revolution Extra Mix,PS
UnchainBlades EXXiV,PSP
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,DS
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV
Super Bowling,N64
Rat Attack!,N64
Kawaii Koinu DS 3,DS
Hoppie,DS
Chuugen no Hasha: Sangoku Shouseiden,PSP
Resident Evil 4 HD,XOne
Largo Winch .// Commando Sar,PS
Joker no Kuni no Alice: Wonderful Wonder World,PSP
Cross Treasures,DS
Fast & Furious: Showdown,PS3
Princess Isabella: A Witch's Curse,Wii
Casper's Scare School: Spooky Sports Day,Wii
War Leaders: Clash of Nations,PC
Ferrari Challenge Trofeo Pirelli Deluxe,Wii
Silent Bomber,PS
Samurai & Dragons,PSV
Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP
PDC World Championship Darts: Pro Tour,X360
TalkMan,PSP
Arslan: The Warriors of Legend,XOne
Uta no * Prince-Sama,PSP
Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS
Mushishi: Amefuru Sato,DS
Timmy Time,DS
Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP
The Legend of Heroes: Trails in the Sky Second Chapter,PS3
Airport Simulator,PC
Winning Post 7: Maximum 2007,PS2
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PS2
Vitamin R,PSP
Angelique Retour,PSV
Gakuen K: Wonderful School Days,PSP
Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,GBA
Guitar Freaks V2 & DrumMania V2,PS2
Backyard Baseball '09,PS2
Puzzle City,DS
Dance! It's Your Stage,PS3
CV Casting Voice,PS3
Pastel Chime Continue,PSP
Zwei!!,PSP
The Sims 2: Happy Holiday Stuff,PC
Ro-Kyu-Bu! Lost Secret,PSP
Devil Survivor: Over Clock,3DS
Defendin' De Penguin,DS
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2
Kokoro Connect: Yochi Random,PSP
Littlest Pet Shop,PC
Warship Gunner 2 Portable,PSP
Downtown Nekketsu Jidaigek,3DS
Spanish for Everyone!,DS
Chuck E. Cheese's Super Collection,Wii
Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2
X-Plane 10 Global,PC
Drakensang: The Dark Eye,PC
WRC 2: FIA World Rally Championship,PC
StormLover Karen!!,PSP
Steins;Gate: Hiyoku Renri no Darling,PS3
Coded Soul: Uke Keigareshi Idea,PSP
AIR,PSP
Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2
Otoko Yukaku,PSV
Mount & Blade Collection,PC
Mortal Kombat,PC
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3
Virtua Pro Football,PS2
Date-A-Live Twin Edition: Rio Reincarnation,PSV
Adidas Power Soccer 98,PS
Natsuiro High School: Seishun Hakusho,PS4
Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),Wii
Heroes VS,PSP
Sotsugyou II: Neo Generation Special,3DO
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV
Kazoku Keikaku,PSP
Resident Evil 5 HD,XOne
Super Fruit Fall,Wii
Jelly Belly: Ballistic Beans,Wii
Army Rescue,Wii
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PC
UFO: Trilogy,PC
Amatsumi Sora ni! Kumo no Hatate ni,PSV
Dark Tales: Edgar Allan Poe's The Premature Burial,PC
Aoishiro,PS2
Mount & Blade: Warband,PC
PC Engine Best Collection: Tengai Makyou Collection,PSP
Kung Fu Panda: Showdown of Legendary Legends,PS3
Kung Fu Panda: Showdown of Legendary Legends,X360
You Don't Know Jack,PC
Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP
The Sims 2: Family Fun Stuff,PC
Dreamer Series: Horse Trainer,DS
Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2
Muchi Muchi Pork & Pink Sweets,X360
Meiji Toukyou Renka,PSP
Mushihimesama,X360
Higurashi no Naku Koro ni: Jan,PSP
Ratchet & Clank Collection,PSV
Elvandia Story,PS2
Winning Post 8 2016,PS4
Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP
Triggerheart Excelica Enhanced,PS2
Puzzle Star Sweep,PS
Battle Spirits: Kiseki no Hasha,PSP
Maximum Racing: Crash Car Racer,Wii
The Conveni 4,PS2
The Cheetah Girls,GBA
Kamen Rider: Battride War II,WiiU
Niko Puchi Girls Runway,3DS
Seitokai no Ichizon: DS-suru Seitokai,DS
Disney Infinity,PSV
Teenage Mutant Ninja Turtles Double Pack,GBA
Prism Ark: Awake,PS2
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3
Rozen Maiden: Duellwalzer,PS2
Winter Blast: 9 Snow & Ice Games,Wii
Coven and Labyrinth of Refrain,PSV
Natsuiro High School: Seishun Hakusho,PS3
Uppers,PSV
Shrek / Shark Tale Game Boy Advance Video,GBA
Lovely x Cation 1 & 2,PSV
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3
Ginga Fukei Densetsu: Sapphire,TG16
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2
Guitar Freaks V3 & DrumMania V3,PS2
Chrysler Classic Racing,DS
The Crow: City of Angels,PS
Military History: Commander - Europe at War,PSP
Snow Portable,PSP
Poyo Poyo Kansatsu Nikki,3DS
Jinsei Game DS,DS
Guitar Freaks & DrumMania: Masterpiece Gold,PS2
7 Roses: A Darkness Rises,PC
Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV
Reversal Challenge,DS
Miyako,PSP
Motto NUGA-CEL!,PSP
Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),PS2
Super Dodge Ball,NG
11eyes: CrossOver,PSP
Gon: BakuBakuBakuBaku Adventure,3DS
Style Book: Junior City,DS
Earth Seeker,Wii
"Warhammer 40,000: Dawn of War: Soulstorm",PC
IGT Slots: Lucky Larry's Lobstermania,PC
Atlantic Quest,PC
Bakumatsu Rock: Ultra Soul,PSV
Barbie as the Princess and the Pauper,GBA
Tantei Opera: Milky Holmes,PSP
PopCap Hits!,X360
Entaku no Seito: The Eternal Legend,PSP
New Atelier Rorona: Hajimari no Monogatari,3DS
My Hero: Doctor,DS
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2
Cabela's Alaskan Adventure,PS2
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP
Elf Bowling 1 & 2,DS
"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",PSV
Germany's Next Topmodel 2011,Wii
Heavy Fire: Afghanistan,PC
Arabians Lost: The Engagement on Desert,PS2
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,DS
SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,DS
Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,PS2
Starry ? Sky: After Summer,PSP
Thomas & Friends: Hero of the Rails,Wii
Empire Deluxe,PC
Gallop Racer Inbreed,PS2
Ketsui: Kizuna Jigoku Tachi Extra,X360
Frisbee Disc Freestyle / Frisbee Disc Golf,DS
The King of Fighters Collection: The Orochi Saga (JP sales),PS2
Suzumiya Haruhi-Chan no Mahjong,PSP
Tsuki no Hikari: Shizumeru Kane no Satsujin,PS2
Writing and Speaking Beautiful Japanese DS,DS
Sega Ages 2500 Series Vol. 26: Dynamite Deka,PS2
Casper's Scare School: Spooky Sports Day,DS
Koisuru Otome to Shugo no Tate Portable,PSP
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS
"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",PS2
Bakumatsu Renka: Karyuu Kenshi-den,PS2
Grisaia no Rakuen: Le Eden de la Grisaia,PSV
Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,DS
Princess Frontier Portable,PSP
Rock Blast,Wii
Touch Detective (JP sales),DS
Mary King's Riding School,DS
Voodoo Chronicles: First Sign,PC
Rising Zan: The Samurai Gunman,PS
Prince of Stride,PSV
Robopon 2: Cross Version,GBA
Mai-Otome Hime: Otome Butou Shi,PS2
Ben 10 Omniverse 2,3DS
Ultimate Puzzle Games,GBA
Kimikare: New Semester,PSP
Katekyoo Hitman Reborn! Kindan no Yami no Delta,PS2
Haneru no Tobira Wii: Girigirissu,Wii
Elminage II: Sousei no Megami to Unmei no Daichi,PSP
Titanic Mystery,Wii
Aqua Panic!,DS
Blazing Souls,PS2
Seinaru Kana: Orichalcum no Na no Motoni,PSP
Tail of the Sun,PS
Revolution: 25th Anniversary Collection,PC
Barnyard Blast: Swine of the Night,DS
Back to the Future: The Game,XOne
Ozzy & Drix,GBA
Nobunaga no Yabou: Soutensoku with Power-Up Kit,PSP
Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,PS2
Wizardry Twin Pack,PS3
Rabbids Invasion: The Interactive TV Show,PS4
Gadget Racers (PAL),PS2
Moe Star: Moeru Toudai Eigojuku,DS
The Cube,Wii
Bejeweled Blitz,PC
Freestyle Metal X,GC
Tegami Bachi: Kokoro Tsumugu Mono e,PSP
Spirits & Spells,GC
Agatha Christie: Death on the Nile,PC
Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP
Mystery Tales 2: The Spirit Mask,DS
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3
Command & Conquer 3: Kane's Wrath,PC
Eyeshield 21: Portable Edition,PSP
Taishou Moebius Line Vitable,PSV
Robotics;Notes,PSV
Kabushiki Baibai Trainer: Kabutore! Next,DS
Machi: Unmei no Kousaten,PSP
Golden Nugget Casino DS,DS
Machi-ing Maker 4,PS3
World Class Rugby 2: Kokunai Gekitou Hen '93,SNES
Ketsui Death Label,DS
This War of Mine,PS4
Mechanic Master 2,DS
SD Gundam Force,GBA
Clover no Kuni no Alice: Wonderful Wonder World,PSP
Abunai: Koi no Sousa Shitsu,PSV
Shonen Jump's Yu-Gi-Oh! GX Card Almanac,DS
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,PS2
Monster High 13 Wishes,3DS
Myth Makers: Super Kart GP,Wii
Canada Hunt,Wii
Planetarian: Chiisana Hoshi no Yume,PSP
GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP
Roommate Asami: Okusama wa Joshikousei,PS2
Cabbage Patch Kids: The Patch Puppy Rescue,GBA
Let's Dance with Mel B,X360
Horrid Henry: Missions of Mischief,Wii
Ultraman Star Chronicles,PSP
Amagoushi no Yakata,PS2
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3
Ginga Tetsudou 999 DS,DS
Koihime Enbu,PS4
Franklin: A Birthday Surprise,PS2
Suzunone Seven: Rebirth Knot,PS2
"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",PSP
Zoids Dash,DS
Vitamin X Evolution Plus,PSP
